HW,CIN,COUT,KERNEL_SIZE,STRIDES,FLOPS,PARAMS,LATENCY,model_path
14,165,201,1,1,6.539736,0.033366,0.33815300000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_WB0E3A.tflite
14,165,202,1,1,6.572272,0.033532,0.33755799999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_0ZKZ7C.tflite
14,506,68,1,1,6.757296,0.034476,0.35607799999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_PCO06B.tflite
56,12,169,1,1,6.889792,0.002197,0.417193,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_H4N6NV.tflite
13,35,189,5,2,6.995079,0.165564,0.445043,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_XUOU6F.tflite
8,536,205,1,1,7.04544,0.110085,0.36093000000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_H2DRQX.tflite
14,90,405,1,1,7.22358,0.036855,0.368997,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_N1VDFJ.tflite
8,18,258,5,1,7.446912,0.116358,0.38606,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_X8L6WJ.tflite
3,505,185,3,1,7.56909,0.84101,0.583934,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_NDNTDH.tflite
14,86,18,5,1,7.588728,0.038718,0.497988,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_H2CF40.tflite
56,45,54,1,1,7.789824,0.002484,0.417951,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_KICNKI.tflite
8,94,145,3,1,7.86016,0.122815,0.414871,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_98WH1S.tflite
14,165,5,7,1,7.92428,0.04043,0.629262,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_XI3VG1.tflite
14,174,237,1,1,8.1291,0.041475,0.412041,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_9QO189.tflite
28,88,122,1,1,8.512672,0.010858,0.45027300000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_LWTI1I.tflite
28,10,996,1,1,8.589504,0.010956,0.521346,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_0JEBC3.tflite
56,105,26,1,1,8.642816,0.002756,0.541154,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_45XXUU.tflite
27,434,28,1,1,8.87922,0.01218,0.504998,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_BQU10M.tflite
14,37,136,3,1,8.903104,0.045424,0.440207,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_MCMSO3.tflite
14,219,208,1,1,8.96896,0.04576,0.446949,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_E90UVY.tflite
14,197,238,1,1,9.236304,0.047124,0.465148,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_IC1JGX.tflite
7,127,165,3,1,9.24924,0.18876,0.5121359999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_LMHOFC.tflite
13,1078,54,1,1,9.846954,0.058266,0.517953,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_C38453.tflite
14,46,126,3,1,10.24884,0.05229,0.513809,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_4S5CJ8.tflite
56,151,87,1,2,10.367616,0.013224,0.5351330000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_8FMSBA.tflite
28,137,11,3,1,10.642016,0.013574,0.759768,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_0GO9BN.tflite
7,472,205,3,2,10.67030125,0.871045,0.914541,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_5JC2TT.tflite
14,656,83,1,1,10.688076,0.054531,0.5675560000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_75RT0R.tflite
14,29,209,3,1,10.732568,0.054758,0.5506409999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_LF0QTF.tflite
27,20,30,5,1,10.95687,0.01503,0.573648,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_29BBO8.tflite
14,244,232,1,1,11.14064,0.05684,0.554707,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_DNUC98.tflite
56,162,22,1,1,11.245696,0.003586,0.631426,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_HCRK8W.tflite
28,138,104,1,1,11.333504,0.014456,0.567009,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_TRJ6MK.tflite
14,1180,49,1,1,11.342324,0.057869,0.648562,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_UXJ6CQ.tflite
13,197,7,7,1,11.420682,0.067578,0.662376,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_25LY8G.tflite
13,535,127,1,1,11.504168,0.068072,0.5898,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_6DET3N.tflite
28,167,10,3,1,11.79136,0.01504,0.926045,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_1G1FFR.tflite
28,107,141,1,1,11.938752,0.015228,0.6129199999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_QT9470.tflite
13,192,41,3,1,11.980241,0.070889,0.708582,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_R0L4I0.tflite
8,410,51,3,1,12.047424,0.188241,0.67516,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_OY5T07.tflite
14,243,255,1,1,12.19512,0.06222,0.611371,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_N1X635.tflite
28,131,124,1,1,12.832512,0.016368,0.6620410000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_5Z9OVO.tflite
27,521,135,1,2,12.8431575,0.07047,0.7048909999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_1QSTK5.tflite
14,115,254,3,2,12.894056,0.263144,0.704322,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_1WUHGN.tflite
27,531,15,3,2,13.067325,0.0717,0.774734,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_5J1B5P.tflite
28,20,17,7,1,13.074768,0.016677,0.900775,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_N7WKKM.tflite
56,17,232,1,1,13.095936,0.004176,0.732311,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_IBK38H.tflite
14,844,80,1,1,13.2496,0.0676,0.66255,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_9NS438.tflite
13,667,121,1,1,13.659932,0.080828,0.730506,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_66QSTG.tflite
56,117,151,1,2,13.969312,0.017818,0.716032,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_Q2YD7E.tflite
28,175,102,1,1,14.074368,0.017952,0.712804,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_JZWBVL.tflite
28,191,94,1,1,14.149632,0.018048,0.716976,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_GVUDJ9.tflite
14,54,150,3,1,14.3178,0.07305,0.7183379999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_0QNSIO.tflite
56,203,90,1,2,14.39424,0.01836,0.786353,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_UFFN5C.tflite
13,526,163,1,1,14.517269,0.085901,0.757981,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_VS4M3Y.tflite
28,533,36,1,1,15.071616,0.019224,0.8437939999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_01MMPJ.tflite
13,95,106,3,1,15.334384,0.090736,0.819495,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_0MZ0N4.tflite
28,52,374,1,1,15.540448,0.019822,0.7983300000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_LVFXVF.tflite
14,38,2041,1,1,15.601404,0.079599,0.8276749999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_I5ECGD.tflite
13,202,52,3,1,15.985372,0.094588,0.870629,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_KF3VXZ.tflite
8,110,256,3,1,16.236544,0.253696,0.8250299999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_D38PBM.tflite
8,515,55,3,1,16.31872,0.25498,0.848266,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_H97NV0.tflite
14,457,182,1,1,16.337776,0.083356,0.8258070000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_K4YAGH.tflite
27,116,192,1,1,16.376256,0.022464,0.817592,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_WJ7IZ9.tflite
27,508,45,1,1,16.697745,0.022905,0.889475,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_6P4TDY.tflite
56,159,135,1,2,16.9344,0.0216,0.86875,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_UQNVFI.tflite
28,555,39,1,1,17.000256,0.021684,0.877435,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_U0S0S6.tflite
14,200,49,3,1,17.296804,0.088249,0.9798150000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_YZDT3Z.tflite
28,132,166,1,1,17.309152,0.022078,0.872732,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_MHJFIF.tflite
28,127,174,1,1,17.461248,0.022272,0.88348,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_73FAK8.tflite
13,499,208,1,1,17.576,0.104,0.8900589999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_4RRL9J.tflite
112,238,6,1,1,17.988096,0.001434,1.31474,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_XFY2JE.tflite
27,132,186,1,1,18.034002,0.024738,0.929751,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_E18FH0.tflite
28,45,502,1,1,18.104128,0.023092,0.934809,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_FU1I8P.tflite
8,71,163,5,1,18.527232,0.289488,0.9660850000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_RKICC1.tflite
27,525,51,1,1,19.556154,0.026826,1.07185,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_0D8CAO.tflite
14,205,499,1,1,20.147624,0.102794,1.01474,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_7XNF68.tflite
28,25,21,7,1,20.184864,0.025746,1.12644,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_PGID9T.tflite
14,88,1164,1,1,20.304816,0.103596,1.0311199999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_GINYUH.tflite
8,212,168,3,1,20.525568,0.320712,1.0363900000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_6NU7HB.tflite
27,514,220,1,2,20.648925,0.1133,1.1342,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_5IYNTK.tflite
3,244,193,7,1,20.769309,2.307701,1.44152,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_K9NLOA.tflite
56,249,27,1,1,21.168,0.00675,1.2867,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_VVNSZ2.tflite
56,262,26,1,1,21.443968,0.006838,1.3381500000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_RMUDHJ.tflite
56,32,209,1,1,21.628992,0.006897,1.1856300000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_M4WITI.tflite
28,159,173,1,1,21.70112,0.02768,1.09587,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_M1J0WS.tflite
27,268,113,1,1,22.159413,0.030397,1.16157,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_572K7G.tflite
14,190,67,3,1,22.468852,0.114637,1.1956900000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_OWMH89.tflite
7,2012,234,1,1,23.081058,0.471042,1.2707,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_EKSBTZ.tflite
14,104,129,3,1,23.691108,0.120873,1.23188,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_XHBY76.tflite
14,10,514,5,1,25.286744,0.129014,1.27407,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_2ULBCJ.tflite
14,128,1015,1,1,25.66326,0.130935,1.2879500000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_0OF821.tflite
56,25,37,3,1,26.223232,0.008362,1.39514,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_KRSA3B.tflite
14,526,257,1,1,26.546044,0.135439,1.35077,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_4QBVRX.tflite
56,260,33,1,1,27.010368,0.008613,1.69573,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_QFVILF.tflite
13,1176,136,1,1,27.052168,0.160072,1.36549,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_7OSUXA.tflite
14,1677,83,1,1,27.297704,0.139274,1.46845,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_THQAOS.tflite
14,73,216,3,1,27.857088,0.142128,1.37699,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_PEO7O5.tflite
27,121,316,1,1,28.104408,0.038552,1.42039,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_1MZU4N.tflite
27,219,181,1,1,29.02878,0.03982,1.46378,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_EKJPG3.tflite
8,243,211,3,1,29.546752,0.461668,1.52343,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_QQOWH3.tflite
14,115,150,3,1,30.4584,0.1554,1.52273,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_MT8MTB.tflite
28,244,18,3,1,31.004064,0.039546,2.047,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_DMI3ZX.tflite
28,504,79,1,1,31.27768,0.039895,1.58259,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_0S0RAS.tflite
13,938,198,1,1,31.420818,0.185922,1.60006,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_7TQKJ5.tflite
28,18,246,3,1,31.436832,0.040098,1.56876,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_41T0I3.tflite
56,515,79,1,2,31.958976,0.040764,1.6595,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_AUWQ7Q.tflite
14,693,105,3,2,32.09451,0.65499,1.95455,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_E54CKS.tflite
3,75,979,7,1,32.389236,3.598804,2.2103099999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_Q7FW67.tflite
56,84,490,1,2,32.6536,0.04165,1.67262,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_J8X09O.tflite
13,132,166,3,1,33.356206,0.197374,1.6989400000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_XQUHX6.tflite
3,981,78,7,1,33.74514,3.74946,2.33555,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_2784TS.tflite
28,208,23,3,1,33.773936,0.043079,1.7301300000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_4QFSPN.tflite
14,519,37,3,1,33.881344,0.172864,1.83576,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_RHDS44.tflite
27,236,200,1,1,34.5546,0.0474,1.70827,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_A8PVRX.tflite
8,252,44,7,1,34.774784,0.543356,1.91721,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_FLVTFR.tflite
14,149,134,3,1,35.246288,0.179828,1.76405,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_KW8N0X.tflite
28,263,171,1,1,35.392896,0.045144,1.8086,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_8W3DPZ.tflite
13,17,499,5,1,35.925006,0.212574,1.83681,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_C0UDXU.tflite
56,24,465,1,1,36.456,0.011625,2.01371,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_FMO00F.tflite
28,207,9,5,1,36.521856,0.046584,3.2204699999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_STC1N3.tflite
56,55,96,3,2,37.330944,0.047616,1.8405,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_MAN3T8.tflite
112,498,6,1,1,37.556736,0.002994,2.94178,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_3G4QLO.tflite
14,93,43,7,1,38.414824,0.195994,2.15127,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_90P2ZQ.tflite
7,541,58,5,1,38.440892,0.784508,2.5830100000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_BASSW9.tflite
56,57,215,1,1,39.10592,0.01247,1.99449,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_Z4GUIV.tflite
56,68,186,1,1,40.247424,0.012834,2.0906700000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_KYLGDV.tflite
112,28,111,1,1,40.379136,0.003219,2.17436,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_W6WCTD.tflite
56,75,170,1,1,40.51712,0.01292,2.11292,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_7RS4N7.tflite
56,36,160,3,2,40.768,0.052,2.00698,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_C23TVD.tflite
14,124,189,3,1,41.378148,0.211113,2.07667,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_EG2YC7.tflite
28,228,233,1,1,41.831888,0.053357,2.13863,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_09698R.tflite
13,49,591,3,1,44.146518,0.261222,2.25103,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_MPGAJO.tflite
28,485,116,1,1,44.198784,0.056376,2.28591,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_Y10X4A.tflite
27,533,114,1,1,44.378604,0.060876,2.39172,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_W6NK8Y.tflite
28,80,710,1,1,45.08784,0.05751,2.28389,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_9MHFG1.tflite
27,523,120,1,1,45.83952,0.06288,2.33058,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_U97VU5.tflite
13,974,31,3,1,45.930313,0.271777,2.41323,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_B795LJ.tflite
27,876,72,1,1,46.031976,0.063144,2.3378200000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_77WDZI.tflite
28,269,97,3,2,46.047064,0.234934,2.48283,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_HM70NH.tflite
27,25,207,7,2,46.2517695,0.253782,2.4875599999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_7L7Y08.tflite
27,125,2033,1,2,46.6847955,0.256158,2.54262,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_ORHCCD.tflite
14,251,38,5,1,46.743648,0.238488,2.4719499999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_N2TD0R.tflite
14,80,244,7,2,46.879476,0.956724,3.0410500000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_XC2DB7.tflite
14,165,161,3,1,46.892216,0.239246,2.42838,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_R7UX27.tflite
8,523,57,5,1,47.701248,0.745332,3.0216,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_1YUX4L.tflite
27,140,470,1,1,48.31083,0.06627,2.43419,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_O0F70N.tflite
56,239,65,1,1,48.9216,0.0156,2.79568,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_DDYAAY.tflite
28,146,48,3,1,49.48608,0.06312,2.44273,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_NPNBF6.tflite
27,38,37,7,1,50.250699,0.068931,2.67248,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_420YSP.tflite
27,235,33,3,1,50.904612,0.069828,3.0524400000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_M4REKD.tflite
27,46,31,7,1,50.960745,0.069905,2.5835,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_0V641V.tflite
27,155,37,7,2,51.221727,0.281052,2.99207,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/conv-bn-relu/conv-bn-relu_prior_QNIU4I.tflite
