CIN,COUT,FLOPS,PARAMS,LATENCY,model_path
2048,1000,2.0485,4.097,0.23973,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_BZMVM7.tflite
2094,1000,2.0945,4.189,0.246613,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_UDDCXZ.tflite
2125,1000,2.1255,4.251,0.256938,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_KKHWKB.tflite
2149,1000,2.1495,4.299,0.25712799999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_86WFZ2.tflite
2221,1000,2.2215,4.443,0.265737,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_WDJ242.tflite
2255,1000,2.2555,4.511,0.26496499999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_2LW1V9.tflite
2268,1000,2.2685,4.537,0.265396,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_3YMG1J.tflite
2287,1000,2.2875,4.575,0.281566,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_LM1X9Y.tflite
2290,1000,2.2905,4.581,0.28339600000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_DKTODL.tflite
2332,1000,2.3325,4.665,0.286969,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_XLTCZ1.tflite
3602,1000,3.6025,7.205,0.436054,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_WM5KKZ.tflite
3636,1000,3.6365,7.273,0.43835700000000005,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_3VCLL0.tflite
3642,1000,3.6425,7.285,0.437486,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_6ZGZHP.tflite
3666,1000,3.6665,7.333,0.439935,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_1TS8GW.tflite
3668,1000,3.6685,7.337,0.441302,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_74P8SA.tflite
3668,1000,3.6685,7.337,0.440013,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_KYOG64.tflite
3679,1000,3.6795,7.359,0.439621,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_ZNSWEM.tflite
3682,1000,3.6825,7.365,0.43779,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/fc/fc_prior_97BEZC.tflite
