HW,CIN,COUT,KERNEL_SIZE,STRIDES,LATENCY,model_path
112,197,197,3,2,0.600677,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_1O4FGE.tflite
28,194,194,2,2,0.0267195,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_X31TLI.tflite
14,368,368,3,2,0.013281000000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_Z88MPJ.tflite
112,239,239,3,2,0.8106359999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_YN65YM.tflite
14,477,477,2,2,0.0196289,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_E8J8IE.tflite
112,254,254,3,1,2.53225,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_Z3FNA3.tflite
28,503,503,3,2,0.08917109999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_LKXYNP.tflite
112,240,240,2,2,0.736715,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_VTQJD5.tflite
112,515,515,2,2,1.69841,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_0WVAUS.tflite
56,133,133,2,2,0.09230110000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_6D0S3K.tflite
56,56,56,2,2,0.0351142,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_H01FH3.tflite
14,128,128,3,2,0.00473787,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_KEY8FA.tflite
28,58,58,2,2,0.00893316,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_79Q4F0.tflite
28,505,505,3,1,0.28592399999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_H04OZB.tflite
56,50,50,2,2,0.0304263,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_2350T9.tflite
112,380,380,3,2,1.2865,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_J2KO45.tflite
28,245,245,3,2,0.039256,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_3ZT92B.tflite
28,504,504,3,2,0.07578950000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_68X3TL.tflite
112,68,68,2,1,0.599189,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_POXK7B.tflite
28,508,508,3,2,0.07918030000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_8CDK0T.tflite
14,142,142,2,2,0.0054941899999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_KMBK3U.tflite
112,497,497,3,2,1.81272,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_C6PCBJ.tflite
56,101,101,3,2,0.06743890000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_53WB0W.tflite
14,511,511,3,2,0.019690799999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_QBJQCJ.tflite
224,135,135,3,2,1.85937,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_PH64SW.tflite
14,64,64,2,2,0.0028634900000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_U91VS1.tflite
56,180,180,2,2,0.109587,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_DG4X51.tflite
28,56,56,2,2,0.00891075,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_4WEKM9.tflite
112,504,504,2,2,1.5657699999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_USMA1C.tflite
56,63,63,2,2,0.039484200000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_KK4XZH.tflite
112,151,151,3,2,0.429296,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_YPME5D.tflite
28,832,832,2,2,0.11524,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_9Q5FFP.tflite
14,1038,1038,2,2,0.0356094,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_LK2Z9M.tflite
56,202,202,2,2,0.138515,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_1O10MO.tflite
224,505,505,2,1,19.0273,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_X4IMD7.tflite
112,74,74,3,2,0.26806,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_LMFZ8A.tflite
14,253,253,3,1,0.036805500000000005,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_6OUU5L.tflite
14,513,513,3,1,0.0768554,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_4PYZ36.tflite
28,242,242,3,2,0.0375577,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_G07FPD.tflite
224,252,252,2,2,2.8489899999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_GERPRV.tflite
112,50,50,2,2,0.12269100000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_S8XIWI.tflite
14,144,144,2,2,0.00484356,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_EA2HZB.tflite
14,54,54,3,1,0.0085125,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_KI0P43.tflite
224,129,129,3,2,1.90525,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_EKFVRJ.tflite
112,136,136,2,2,0.360058,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_D27CDC.tflite
112,499,499,2,2,1.58276,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_27098T.tflite
224,50,50,3,2,0.599821,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_XSI3VW.tflite
56,192,192,2,2,0.11823,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_EQSW9G.tflite
224,132,132,3,2,1.88503,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_QYU31Z.tflite
14,467,467,2,2,0.0183608,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_KRHJ9K.tflite
14,141,141,2,2,0.005885710000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_A2X1RK.tflite
28,50,50,2,2,0.00825071,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_UMIDDK.tflite
112,511,511,2,2,1.7316099999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_89JDSW.tflite
28,498,498,3,2,0.0792421,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_3XTQEM.tflite
56,511,511,2,2,0.325786,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_WEEP28.tflite
14,188,188,3,2,0.00645714,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_PR9SD6.tflite
56,255,255,2,2,0.172602,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_1V3DXV.tflite
28,239,239,3,2,0.038430399999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_45S85A.tflite
112,253,253,3,2,0.85663,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_XQ4LOY.tflite
224,77,77,2,2,0.999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_1URGVH.tflite
28,128,128,2,2,0.0197762,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_FGQ1PL.tflite
28,41,41,2,2,0.00765357,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_8LA69S.tflite
112,129,129,3,2,0.432606,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_KVMHKU.tflite
14,73,73,3,2,0.00333027,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_AV4M2D.tflite
28,246,246,2,1,0.13630699999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_4IB9S6.tflite
14,248,248,2,2,0.00836789,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_L7GJ5T.tflite
14,232,232,2,2,0.00780563,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_TDYKJY.tflite
112,98,98,2,1,0.893854,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_A410BB.tflite
28,52,52,3,2,0.00776042,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_KRZM64.tflite
56,848,848,2,2,0.533817,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_YPV8OX.tflite
112,139,139,3,2,0.438424,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_CAJAIN.tflite
112,235,235,2,1,2.31753,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_RPE50D.tflite
56,847,847,3,2,0.745261,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_2XANLN.tflite
56,196,196,2,2,0.12759600000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_WBSJ75.tflite
14,133,133,3,2,0.00591197,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_YFI4ET.tflite
28,240,240,3,1,0.14178,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_L54SD4.tflite
112,250,250,2,2,0.873424,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_SCXEFW.tflite
14,508,508,2,2,0.0218179,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_71CH9K.tflite
112,53,53,2,2,0.184369,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_ICO0DE.tflite
56,230,230,3,2,0.20280099999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_TC0XV6.tflite
112,500,500,3,2,2.37848,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_SYQYA9.tflite
14,493,493,3,2,0.031999099999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_8A3O9E.tflite
14,251,251,3,2,0.0157848,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_Y8WR8C.tflite
56,49,49,2,2,0.0547254,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_DU3TUK.tflite
56,142,142,3,2,0.15868700000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_KW5GXO.tflite
112,247,247,2,2,1.2403199999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_UDTA6S.tflite
14,128,128,3,2,0.009048500000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_HXDIBR.tflite
112,238,238,3,2,0.973493,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_OW8BT8.tflite
112,489,489,2,2,1.40625,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_Y8Z2UA.tflite
14,63,63,3,1,0.00951303,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_ISMWW6.tflite
224,51,51,3,2,0.630287,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_S0G2JO.tflite
224,138,138,2,2,1.9109500000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_Y8VTP1.tflite
56,58,58,3,2,0.039063,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_BEOYNK.tflite
14,66,66,2,2,0.0028071199999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_DFXXGL.tflite
28,511,511,2,2,0.0784536,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_DEB0PE.tflite
14,146,146,3,2,0.00538193,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_915QHB.tflite
112,70,70,3,2,0.222859,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_8GMEYQ.tflite
14,497,497,2,1,0.0682541,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_EUHTOP.tflite
14,57,57,3,2,0.00255511,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_2I4USM.tflite
112,496,496,3,2,1.62678,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_1D1I1Q.tflite
14,231,231,2,2,0.00868065,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_JXJS69.tflite
14,253,253,2,1,0.0330188,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_ZN5ZGQ.tflite
56,62,62,3,1,0.141328,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_DKZ8GJ.tflite
224,66,66,3,2,0.85846,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_7OROHD.tflite
14,473,473,3,2,0.0183418,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_D0Z6CG.tflite
28,51,51,2,2,0.00845274,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_I1TDO1.tflite
56,74,74,2,1,0.170721,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_US281B.tflite
14,244,244,2,2,0.00776783,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_NKNECJ.tflite
28,71,71,3,2,0.011712,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_RUQ7WD.tflite
112,150,150,3,2,0.415207,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_8INZQ5.tflite
56,534,534,3,1,1.2062,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_1Z2W0U.tflite
112,539,539,3,2,1.8671,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_9OU8ZC.tflite
56,248,248,3,2,0.161959,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_B53KC2.tflite
14,242,242,3,2,0.0092264,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_PC4KEP.tflite
56,34,34,2,2,0.023950700000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_G8K8NX.tflite
112,847,847,2,2,2.85875,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_KD73PJ.tflite
56,249,249,3,2,0.19674,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_3EP5GD.tflite
56,501,501,3,2,0.371,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_LKIPE3.tflite
56,247,247,2,2,0.17728899999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_CHGEDG.tflite
112,510,510,3,2,1.90467,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_42ENGM.tflite
28,251,251,2,2,0.0405985,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_HXK7RU.tflite
56,492,492,2,2,0.28898599999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_M68N1M.tflite
28,62,62,2,2,0.00994036,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_8238T2.tflite
14,192,192,3,2,0.00729174,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_AWAQ7Q.tflite
112,491,491,2,1,4.82597,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_G00T1E.tflite
224,57,57,3,2,0.7762129999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_TKWJHE.tflite
56,196,196,2,2,0.1144,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_YRLPCV.tflite
112,64,64,3,2,0.19308,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_Q1Z7EQ.tflite
14,238,238,3,2,0.00847853,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_VZPASO.tflite
112,504,504,3,1,4.213979999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_TPBNLM.tflite
14,55,55,3,2,0.0026530300000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_AHQQ4H.tflite
14,502,502,2,2,0.018744,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_WF9ZUG.tflite
14,248,248,3,2,0.00895791,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_Z010DW.tflite
112,252,252,2,2,0.77824,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_VA6G18.tflite
112,68,68,2,1,0.603985,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_6D1H5K.tflite
56,195,195,2,2,0.14262799999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_YEQHIR.tflite
14,101,101,3,1,0.0149918,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_WT8PG1.tflite
14,49,49,2,1,0.008402900000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_1VNYE1.tflite
112,45,45,2,2,0.130578,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_HH35UV.tflite
112,201,201,3,1,1.97146,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_JCB74Q.tflite
14,496,496,2,2,0.0191352,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_1QJIZT.tflite
28,246,246,3,2,0.043391,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_DX38X4.tflite
112,151,151,2,2,0.505187,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_ASJ6RL.tflite
14,65,65,2,1,0.0114453,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_N6IEMF.tflite
56,506,506,3,2,0.339785,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_4VU2VH.tflite
112,254,254,2,2,0.7344160000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_XKG8C7.tflite
14,500,500,2,2,0.0159208,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_QFXTXI.tflite
56,507,507,3,2,0.378593,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_3FSQ31.tflite
28,254,254,3,2,0.041371200000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_EF6W52.tflite
56,500,500,2,2,0.291437,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_WZKXOC.tflite
28,365,365,3,2,0.062495199999999994,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_NYCGDN.tflite
112,38,38,3,2,0.111464,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_V50A30.tflite
112,497,497,3,2,1.97505,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_AERYBO.tflite
112,65,65,2,2,0.20166900000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_11L7C6.tflite
14,203,203,2,2,0.0081257,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_MV0Z84.tflite
112,239,239,3,2,0.876629,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_L7EFGC.tflite
28,234,234,3,2,0.0382873,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_OAD0UR.tflite
14,507,507,2,2,0.0194239,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_36VE8K.tflite
56,65,65,2,2,0.0486469,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_U4221Y.tflite
112,34,34,2,2,0.104112,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_2P3R9J.tflite
112,507,507,2,2,1.91449,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_IIBWPC.tflite
28,496,496,2,1,0.314163,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_AJFZG2.tflite
14,202,202,2,2,0.0094686,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_LC5CGD.tflite
14,188,188,2,2,0.00816982,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_8KPYVE.tflite
56,59,59,2,2,0.049947899999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_80HN4Y.tflite
14,139,139,2,2,0.00906873,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_6W361V.tflite
