HW,CIN,COUT,KERNEL_SIZE,STRIDES,LATENCY,model_path
14,139,139,2,2,0.0058401699999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_6W361V.tflite
14,56,56,3,2,0.00245508,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_5VV9W8.tflite
14,493,493,3,2,0.0201281,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_ENISIE.tflite
14,54,54,3,2,0.0024796999999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_TUE1I3.tflite
14,69,69,3,2,0.0031489699999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_Y679E0.tflite
14,249,249,3,1,0.036897799999999994,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_5PK8DK.tflite
224,99,99,2,2,1.1915499999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_P0ZZQJ.tflite
28,480,480,3,2,0.0789063,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_2T20DZ.tflite
112,503,503,2,2,1.61768,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_CYEFBZ.tflite
28,142,142,2,1,0.0853977,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_19FLZB.tflite
14,56,56,2,2,0.0025301399999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/avgpool/avgpool_prior_Y6K2JU.tflite
