HW,CIN,COUT,KERNEL_SIZE,STRIDES,FLOPS,PARAMS,LATENCY,model_path
28,268,11,1,1,2.319856,0.002959,0.171427,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_3CHGED.tflite
56,28,26,1,1,2.364544,0.000754,0.155231,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_42ENGM.tflite
27,75,45,1,1,2.49318,0.00342,0.136185,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_XK7RUM.tflite
14,260,50,1,1,2.5578,0.01305,0.14443,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_8N1M82.tflite
13,203,75,1,1,2.5857,0.0153,0.14055199999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_38T2AW.tflite
1,226,464,5,1,2.622064,2.622064,0.293791,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_Q7QG00.tflite
13,175,10,3,1,2.66344,0.01576,0.214572,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1ETKWJ.tflite
3,167,74,5,1,2.781216,0.309024,0.195934,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_HEYRLP.tflite
14,849,67,1,2,2.79055,0.05695,0.16325,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_CVQ1Z7.tflite
14,133,113,1,1,2.967832,0.015142,0.15750899999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_QVZPAS.tflite
28,121,32,1,1,3.060736,0.003904,0.155875,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_OTPBNL.tflite
56,140,7,1,1,3.095232,0.000987,0.181286,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_AHQQ4H.tflite
8,104,54,3,1,3.238272,0.050598,0.168422,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_WF9ZUG.tflite
14,16,1011,1,1,3.368652,0.017187,0.19039599999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_010DWV.tflite
13,20,116,3,1,3.548324,0.020996,0.18564,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_6G186D.tflite
13,43,482,1,1,3.584152,0.021208,0.192425,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1H5KYE.tflite
27,120,43,1,1,3.792987,0.005203,0.214012,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_HIRWT8.tflite
28,72,67,1,1,3.834544,0.004891,0.20901,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_PG11VN.tflite
8,374,162,1,1,3.888,0.06075,0.205358,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_E1HH35.tflite
13,17,153,3,1,3.981978,0.023562,0.211091,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_VJCB74.tflite
13,250,95,1,1,4.029805,0.023845,0.206803,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_Q1QJIZ.tflite
13,77,319,1,1,4.205058,0.024882,0.218128,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_DX38X4.tflite
56,6,193,1,1,4.236736,0.001351,0.31276299999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_SJ6RLN.tflite
8,678,100,1,1,4.3456,0.0679,0.22945500000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_IEMF4V.tflite
28,111,51,1,1,4.478208,0.005712,0.248356,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_2VHXKG.tflite
13,531,209,1,2,4.697693,0.111188,0.304898,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_8C7QFX.tflite
8,458,160,1,1,4.70016,0.07344,0.23957,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_TXI3FS.tflite
27,125,208,1,2,4.776408,0.026208,0.25878500000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_Q31EF6.tflite
14,172,23,5,2,4.847227,0.098923,0.27438,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_52WZKX.tflite
14,115,229,1,1,5.206544,0.026564,0.26515,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_OCNYCG.tflite
27,20,163,3,2,5.37692175,0.029503,0.29711000000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_NV50A3.tflite
27,498,15,1,1,5.456565,0.007485,0.296341,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_AERYBO.tflite
56,8,202,1,1,5.701248,0.001818,0.370393,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_11L7C6.tflite
14,515,58,1,1,5.865888,0.029928,0.321032,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_V0Z84L.tflite
13,830,168,1,2,5.898438,0.139608,0.369477,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_EFGCOA.tflite
27,37,218,1,1,6.039036,0.008284,0.323035,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_D0UR36.tflite
13,58,26,5,1,6.375694,0.037726,0.39283300000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_E8KU42.tflite
7,138,78,7,2,6.4620465,0.527514,0.479872,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1Y2P3R.tflite
13,45,18,7,1,6.710652,0.039708,0.448304,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_9JIIBW.tflite
8,662,160,1,1,6.78912,0.10608,0.343763,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_CAJFZG.tflite
14,142,257,1,1,7.203196,0.036751,0.37092,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_LC5CGD.tflite
13,38,45,5,1,7.232355,0.042795,0.38622,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KPYVE8.tflite
13,474,91,1,1,7.305025,0.043225,0.389857,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_HN4Y6W.tflite
28,85,110,1,1,7.41664,0.00946,0.38265499999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_61V5VV.tflite
14,438,92,1,1,7.916048,0.040388,0.410505,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_W8ENIS.tflite
13,4,238,7,1,7.923734,0.046886,0.40513499999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_IETUE1.tflite
13,769,63,1,1,8.19819,0.04851,0.42370800000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_3Y679E.tflite
27,205,58,1,1,8.710092,0.011948,0.48014999999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_5PK8DK.tflite
28,8,153,3,1,8.756496,0.011169,0.463706,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0ZZQJ2.tflite
28,192,61,1,1,9.230032,0.011773,0.48331,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_20DZCY.tflite
14,204,230,1,1,9.2414,0.04715,0.465617,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_FBZ19F.tflite
28,123,96,1,1,9.332736,0.011904,0.467994,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_ZBY6K2.tflite
28,165,74,1,1,9.630656,0.012284,0.5211,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_U2H4BZ.tflite
7,243,33,5,1,9.824892,0.200508,0.6485019999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_4733CP.tflite
14,202,247,1,1,9.827636,0.050141,0.49248000000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_F2IM42.tflite
28,233,233,1,2,10.686312,0.054522,0.552741,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_TT5R5T.tflite
14,36,169,3,1,10.7653,0.054925,0.5546789999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_RD0UET.tflite
28,216,66,1,1,11.228448,0.014322,0.609114,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_H2HPWO.tflite
27,224,8,3,1,11.763144,0.016136,0.580069,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_E993GU.tflite
14,213,32,3,1,12.029696,0.061376,0.600113,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_6SI9RE.tflite
13,532,136,1,1,12.250472,0.072488,0.622513,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_WT70NT.tflite
28,193,9,3,1,12.263328,0.015642,1.0679100000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_17NZBA.tflite
13,495,148,1,1,12.405952,0.073408,0.649405,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_VR6CF6.tflite
27,29,24,5,1,12.702096,0.017424,0.622136,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0ZBCDF.tflite
13,748,430,1,2,13.6074575,0.32207,0.861647,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_V8R488.tflite
14,39,208,3,1,14.350336,0.073216,0.718726,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_R0ZH88.tflite
27,67,6,7,1,14.364216,0.019704,0.947311,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_IKKIYG.tflite
56,35,129,1,1,14.563584,0.004644,0.803585,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_UTFYOX.tflite
13,181,476,1,1,14.640808,0.086632,0.756051,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_EPH76X.tflite
56,520,36,1,2,14.704704,0.018756,0.846237,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_65A5PP.tflite
14,967,78,1,1,14.798784,0.075504,0.760769,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_WOY6M7.tflite
28,10,156,7,2,15.012816,0.076596,0.7653099999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_3D843Q.tflite
27,108,190,1,1,15.09759,0.02071,0.763832,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_G7SY14.tflite
27,86,255,1,1,16.172865,0.022185,0.819196,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_21BPRL.tflite
27,189,124,1,1,17.17524,0.02356,0.880171,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_P1H072.tflite
8,2012,139,1,1,17.907648,0.279807,0.9367730000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_W2DTHZ.tflite
27,101,5,7,1,18.04275,0.02475,1.41216,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_FSO4MW.tflite
14,71,152,3,1,19.06688,0.09728,0.9459160000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KARAM3.tflite
14,519,188,1,1,19.16096,0.09776,0.972395,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_VRYGAU.tflite
56,25,241,1,1,19.650176,0.006266,1.0803,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_3SUR0C.tflite
14,75,149,3,1,19.741904,0.100724,0.997946,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_W3DKTQ.tflite
8,693,464,1,1,20.609024,0.322016,1.03848,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_ASTB92.tflite
13,12,1155,3,1,21.276255,0.125895,1.09924,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_FYVYRX.tflite
27,123,27,3,1,21.808764,0.029916,1.26807,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_HCY285.tflite
28,526,212,1,2,21.897904,0.111724,1.12221,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KKJ4JU.tflite
14,245,465,1,1,22.42044,0.11439,1.1354000000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_OWHF9C.tflite
27,176,185,1,1,23.871105,0.032745,1.22814,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_2MRZ4F.tflite
28,531,58,1,1,24.191104,0.030856,1.3401500000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_K02QVL.tflite
8,526,80,3,1,24.2432,0.3788,1.22749,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_XTGJ91.tflite
27,66,59,3,1,25.591545,0.035105,1.3608900000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_STFWML.tflite
28,162,17,7,2,26.452748,0.134963,1.8864100000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_D26C67.tflite
8,183,189,7,2,27.119232,1.694952,1.54334,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_JWSBZ4.tflite
14,236,12,7,1,27.20088,0.13878,1.80817,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_ZRXISD.tflite
14,242,257,3,2,27.440147,0.560003,1.667,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_CVKRVC.tflite
14,434,147,3,2,28.142121,0.574329,1.5799400000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0X097Q.tflite
13,2047,83,1,1,28.727296,0.169984,1.60053,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_8IXUO9.tflite
56,539,17,1,1,28.78848,0.00918,2.09879,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_R4GLWS.tflite
13,981,179,1,1,29.706482,0.175778,1.53986,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1RBYSZ.tflite
56,24,382,1,1,29.9488,0.00955,1.62515,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_VEYVKD.tflite
56,256,38,1,1,30.626176,0.009766,1.64673,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_NUUZX2.tflite
