HW,CIN,COUT,KERNEL_SIZE,STRIDES,FLOPS,PARAMS,LATENCY,model_path
14,143,23,7,1,31.592064,0.161184,1.64542,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_HEHXM9.tflite
27,121,40,3,1,31.7844,0.0436,1.55608,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_668BLL.tflite
8,151,136,5,1,32.866304,0.513536,1.657,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_V1S0QG.tflite
28,64,685,1,1,34.9076,0.044525,1.78694,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KXGWXZ.tflite
28,115,385,1,1,35.01344,0.04466,1.79132,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_QU8NA1.tflite
14,823,223,1,1,36.015392,0.183752,1.79223,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_LPGU21.tflite
28,207,25,3,1,36.5344,0.0466,2.31002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_5R18W7.tflite
28,129,41,3,1,37.351328,0.047642,2.14961,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_97V9QN.tflite
28,244,196,1,1,37.64768,0.04802,1.89965,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_9DENCI.tflite
8,126,188,5,1,37.912832,0.592388,1.98127,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_39HFS3.tflite
27,252,209,1,1,38.547333,0.052877,1.97457,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_3L9CIA.tflite
28,251,204,1,1,40.303872,0.051408,2.03234,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_PBZ7X6.tflite
7,141,259,5,1,44.748466,0.913234,2.70694,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_EQPHXK.tflite
14,519,50,3,1,45.7856,0.2336,2.57198,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_P30BGD.tflite
13,216,26,7,1,46.51049,0.27521,2.91102,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_TU78DE.tflite
7,1017,87,7,2,53.1105855,4.335558,4.25533,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_VZ3OS3.tflite
13,843,374,1,1,53.345864,0.315656,2.71493,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_3FIQCC.tflite
112,94,45,1,1,53.6256,0.004275,2.88688,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_DX295M.tflite
56,479,36,1,1,54.19008,0.01728,3.13592,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_EZJJT0.tflite
56,202,86,1,1,54.748288,0.017458,2.84992,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_E5G3ZB.tflite
56,155,471,1,2,57.605184,0.073476,2.90604,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_681L5O.tflite
8,785,46,5,1,57.778944,0.902796,3.39358,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_Q3RMQX.tflite
27,256,314,1,1,58.828842,0.080698,2.99627,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_OX8FIO.tflite
14,574,11,7,1,60.641812,0.309397,4.38904,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_B0N0KF.tflite
8,541,195,3,1,60.7776,0.94965,3.57948,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_OZFPMY.tflite
13,182,162,7,2,61.0460955,1.444878,4.06948,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_OD663L.tflite
14,124,52,7,1,61.936784,0.316004,3.3414699999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_G5ML8R.tflite
112,216,23,1,1,62.607104,0.004991,3.45768,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_HL7TW6.tflite
27,251,39,3,1,64.25406,0.08814,3.2601999999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KDNII6.tflite
56,210,98,1,1,64.846208,0.020678,3.5039499999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_OZ04UI.tflite
56,56,165,3,2,65.3268,0.083325,3.3008,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_5XXDAO.tflite
27,514,178,1,1,66.82743,0.09167,3.47634,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_C9OY5S.tflite
56,176,123,1,1,68.273856,0.021771,3.583,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1BHUO2.tflite
28,502,178,1,1,70.194656,0.089534,3.6792800000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_NDRAD2.tflite
56,525,43,1,1,70.930048,0.022618,4.05305,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_MMMAEL.tflite
27,244,45,3,1,72.072585,0.098865,3.79227,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_68TREP.tflite
7,570,1163,3,2,73.10007425,5.967353,5.85547,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_IAGY5Y.tflite
7,1180,28,7,1,79.330412,1.618988,4.98154,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_R9EFNH.tflite
224,143,11,1,1,79.478784,0.001584,5.9322799999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_7WDW7Y.tflite
112,25,251,1,1,81.862144,0.006526,4.48177,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_2MINIG.tflite
56,138,189,1,1,82.385856,0.026271,4.214720000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_2V7XEA.tflite
28,559,190,1,1,83.4176,0.1064,4.179609999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_40Q8N9.tflite
56,140,189,1,1,83.571264,0.026649,4.27729,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_D7ATV3.tflite
56,185,148,1,1,86.327808,0.027528,4.47429,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_H1YDAX.tflite
14,410,22,7,1,86.632392,0.442002,4.69182,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KAINTK.tflite
56,534,52,1,1,87.24352,0.02782,4.81687,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_GWE85U.tflite
28,1706,70,1,1,93.68016,0.11949,4.85022,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_XMG332.tflite
13,508,504,3,2,97.377462,2.304792,6.2817,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_LZR8ZQ.tflite
14,461,121,3,1,98.4214,0.50215,5.18373,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KSUGHP.tflite
27,148,925,1,1,100.474425,0.137825,5.01699,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_NLPKKF.tflite
28,1361,4,5,1,106.705536,0.136104,10.646799999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_U0T542.tflite
56,183,186,1,1,107.326464,0.034224,5.57333,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_IXIB26.tflite
56,246,145,1,1,112.31584,0.035815,5.95486,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_Q1SJR6.tflite
13,520,52,5,1,114.252788,0.676052,6.79503,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_8CAKRC.tflite
56,294,124,1,1,114.71488,0.03658,5.98212,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_IEGTMM.tflite
14,58,409,5,1,116.317964,0.593459,5.82638,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_9VP8ZN.tflite
112,38,239,1,1,116.922624,0.009321,6.11553,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_2VPD13.tflite
14,1296,482,1,1,122.530184,0.625154,6.2213199999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_WVRLL2.tflite
14,212,63,7,1,128.283372,0.654507,6.49107,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_WGXJRT.tflite
112,124,82,1,1,128.576,0.01025,7.1712299999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_IH6195.tflite
56,223,21,3,1,132.238848,0.042168,7.51043,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_5YX7OY.tflite
14,218,64,7,1,134.007552,0.683712,7.21992,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_BPQERQ.tflite
27,46,83,7,1,136.443285,0.187165,7.26336,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_GMGML0.tflite
13,45,2003,3,1,137.433842,0.813218,7.11719,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_ULU9OP.tflite
56,187,247,1,1,145.623296,0.046436,7.33329,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_Z6VP7K.tflite
112,536,22,1,1,148.194816,0.011814,8.91686,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_8ARFXA.tflite
13,509,72,5,1,154.849968,0.916272,8.90622,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_2GE8W0.tflite
27,158,151,3,1,156.642417,0.214873,7.86766,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_TQ9KCV.tflite
56,367,137,1,1,158.104576,0.050416,8.437520000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1Q3EL4.tflite
28,1008,201,1,1,159.002256,0.202809,8.1593,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_4XO56I.tflite
27,145,245,5,2,161.9054325,0.88837,9.6766,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_YAJKOQ.tflite
14,852,20,7,1,163.65608,0.83498,11.0054,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_QB8U1C.tflite
14,499,35,7,1,167.74072,0.85582,10.6833,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_EOV1KM.tflite
8,462,122,7,1,176.765312,2.761958,9.67549,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_DIB0WA.tflite
28,10,464,7,1,178.614016,0.227824,8.8436,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_73VXHI.tflite
28,105,247,3,1,183.191008,0.233662,9.052059999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_SZY5KL.tflite
28,504,490,1,1,194.0008,0.24745,9.71107,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_HR74OI.tflite
56,536,490,1,2,206.29392,0.26313,10.4274,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0ZPBG7.tflite
224,34,119,1,1,208.98304,0.004165,11.2246,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_TFP7K4.tflite
14,511,44,7,1,215.94496,1.10176,13.1586,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_DV4C50.tflite
13,126,411,5,1,218.865309,1.295061,12.486600000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_ARMR64.tflite
56,238,12,5,1,223.948032,0.071412,14.8001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_5O0OFM.tflite
112,95,186,1,1,223.985664,0.017856,11.768600000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_L4KZCA.tflite
27,68,505,3,1,225.672885,0.309565,11.257,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_ZRFQJ7.tflite
224,17,253,1,1,228.501504,0.004554,13.6402,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_VMK6L8.tflite
8,942,78,7,1,230.425728,3.600402,12.4735,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_8Z54PY.tflite
27,120,54,7,1,231.511446,0.317574,11.965399999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_AIQPXR.tflite
28,445,27,5,1,235.515168,0.300402,13.8885,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_JKF7GZ.tflite
56,73,1016,1,1,235.777024,0.075184,12.0354,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_WB0E3A.tflite
8,833,493,3,1,236.576896,3.696514,12.6271,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0ZKZ7C.tflite
112,201,95,1,1,240.71936,0.01919,12.7416,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_PCO06B.tflite
56,158,54,3,1,240.976512,0.076842,12.4986,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_H4N6NV.tflite
56,60,205,5,2,241.24072,0.307705,12.099200000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_XUOU6F.tflite
27,227,164,3,1,244.372464,0.335216,12.364799999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_H2DRQX.tflite
13,397,76,7,1,249.867176,1.478504,13.5765,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_N1VDFJ.tflite
8,930,502,3,1,268.943488,4.202242,14.6056,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_X8L6WJ.tflite
27,225,66,5,1,270.689364,0.371316,14.6846,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_NDNTDH.tflite
56,19,505,3,1,272.39296,0.08686,13.7207,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_H2CF40.tflite
112,59,392,1,1,295.03488,0.02352,15.0436,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KICNKI.tflite
112,204,5,5,1,319.93472,0.025505,25.486099999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_98WH1S.tflite
14,173,202,7,1,335.660976,1.712556,17.4543,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_XI3VG1.tflite
56,244,197,3,2,339.322256,0.432809,17.1177,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_9QO189.tflite
28,1719,255,1,1,343.8624,0.4386,17.1259,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_LWTI1I.tflite
27,234,2033,1,1,348.283395,0.477755,17.2653,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0JEBC3.tflite
112,197,144,1,1,357.654528,0.028512,18.642400000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_45XXUU.tflite
28,204,1009,3,2,363.292468,1.853533,18.516599999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_BQU10M.tflite
27,52,209,7,1,388.368189,0.532741,20.329,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_MCMSO3.tflite
112,82,8,7,1,403.314688,0.032152,19.756400000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_E90UVY.tflite
27,266,84,5,1,407.280636,0.558684,22.807599999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_IC1JGX.tflite
56,230,23,5,1,414.808128,0.132273,21.453,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_LMHOFC.tflite
27,505,1154,1,1,425.680596,0.583924,21.1117,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_C38453.tflite
27,251,259,3,1,426.71286,0.58534,22.8573,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_4S5CJ8.tflite
56,530,258,1,1,429.625728,0.136998,21.8275,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_8FMSBA.tflite
7,159,1131,7,1,431.824848,8.812752,26.2207,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0GO9BN.tflite
224,49,173,1,1,434.0224,0.00865,22.6513,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_5JC2TT.tflite
56,75,207,3,1,438.826752,0.139932,21.6632,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_75RT0R.tflite
56,222,71,3,1,445.089344,0.141929,22.3004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_LF0QTF.tflite
13,155,691,5,1,452.635404,2.678316,23.6747,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_29BBO8.tflite
56,579,249,1,1,452.90112,0.14442,23.179,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_DNUC98.tflite
27,131,98,7,1,458.65764,0.62916,24.1646,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_HCRK8W.tflite
56,52,58,7,1,463.632512,0.147842,25.231,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_TRJ6MK.tflite
27,79,332,5,1,478.247328,0.656032,23.8504,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_UXJ6CQ.tflite
112,171,222,1,1,478.980096,0.038184,24.8342,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_25LY8G.tflite
8,996,157,7,1,490.39264,7.662385,30.1975,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_6DET3N.tflite
28,1292,499,1,1,505.842288,0.645207,25.259,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1G1FFR.tflite
28,343,76,5,1,510.992384,0.651776,27.2238,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_QT9470.tflite
13,110,602,7,1,548.469558,3.245382,29.0405,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_R0L4I0.tflite
27,144,109,7,1,560.756277,0.769213,32.107,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_OY5T07.tflite
14,271,222,7,1,577.83936,2.94816,29.7862,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_N1X635.tflite
56,428,9,7,1,591.941952,0.188757,52.129400000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_5Z9OVO.tflite
8,1176,316,5,1,594.605824,9.290716,35.735099999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1QSTK5.tflite
56,135,157,3,1,598.700032,0.190912,29.904799999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1WUHGN.tflite
14,483,256,5,1,605.925376,3.091456,31.4535,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_5J1B5P.tflite
28,123,258,5,1,622.188672,0.793608,32.0465,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_N7WKKM.tflite
56,876,230,1,1,632.56256,0.20171,31.8918,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_IBK38H.tflite
56,122,146,7,2,684.380256,0.872934,40.812599999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_9NS438.tflite
56,506,37,7,2,719.25336,0.917415,45.505300000000005,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_66QSTG.tflite
28,825,190,5,2,768.11224,3.91894,42.9432,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_Q2YD7E.tflite
27,242,494,3,1,784.714554,1.076426,44.999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_JZWBVL.tflite
27,243,505,3,1,805.50126,1.10494,45.4438,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_GVUDJ9.tflite
56,529,491,1,1,816.08128,0.26023,41.2993,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0QNSIO.tflite
28,91,236,7,1,825.20704,1.05256,47.9469,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_UFFN5C.tflite
27,222,109,7,1,864.456219,1.185811,49.778800000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_VS4M3Y.tflite
56,42,137,7,1,884.612288,0.282083,45.624199999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_01MMPJ.tflite
56,204,29,7,1,909.167168,0.289913,49.6663,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0MZ0N4.tflite
27,138,1011,3,1,916.114617,1.256673,49.8272,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_LVFXVF.tflite
112,213,7,7,1,916.539904,0.073066,52.1162,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_I5ECGD.tflite
27,108,242,7,1,933.780474,1.280906,52.7423,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KF3VXZ.tflite
56,36,174,7,1,963.09696,0.30711,47.9493,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_D38PBM.tflite
56,226,113,7,2,981.1564,1.251475,52.6511,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_H97NV0.tflite
14,472,229,7,1,1038.122036,5.296541,60.1371,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_K4YAGH.tflite
28,131,408,5,1,1047.900672,1.336608,55.7256,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_WJ7IZ9.tflite
56,239,227,5,2,1063.536768,1.356552,55.194900000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_6P4TDY.tflite
27,243,126,7,1,1093.797432,1.500408,56.0336,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_UQNVFI.tflite
