HW,CIN,COUT,KERNEL_SIZE,STRIDES,LATENCY,model_path
14,504,504,2,1,0.0723012,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_86WFZ2.tflite
28,361,361,2,2,0.0572617,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_WDJ242.tflite
14,494,494,3,1,0.07231399999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_2LW1V9.tflite
14,98,98,3,2,0.0040538,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_63YMG1.tflite
112,528,528,2,2,1.62384,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_JCLM1X.tflite
28,493,493,2,2,0.0746823,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_9YDDKT.tflite
14,244,244,3,2,0.00882431,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_ODLGXL.tflite
112,62,62,2,2,0.164382,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_TCZ1EW.tflite
14,148,148,2,2,0.00550809,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_M5KKZ3.tflite
112,489,489,3,2,2.01536,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_VCLL0J.tflite
28,197,197,3,1,0.129195,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_6ZGZHP.tflite
56,194,194,3,2,0.151087,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_G1TS8G.tflite
14,368,368,2,2,0.0139609,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_W74P8S.tflite
14,239,239,2,2,0.009482879999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_AKYOG6.tflite
56,477,477,3,2,0.345726,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_4GZNSW.tflite
14,254,254,2,2,0.00980935,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_EM97BE.tflite
14,503,503,3,1,0.07502589999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_ZCB1VL.tflite
56,240,240,3,2,0.171572,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_DWU4KB.tflite
14,515,515,2,2,0.019292100000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_NISMPP.tflite
28,133,133,2,2,0.0210628,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_Y809BI.tflite
112,56,56,3,2,0.164182,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_AHBDLH.tflite
112,128,128,2,2,0.354291,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_YEA1L0.tflite
56,58,58,2,1,0.144914,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_D9KDY3.tflite
56,505,505,3,2,0.387741,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_3VLCZ3.tflite
14,50,50,3,2,0.00247842,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_5XEIQQ.tflite
224,380,380,2,2,5.51904,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_LF3AJR.tflite
56,245,245,3,1,0.66508,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_F7TJG8.tflite
112,504,504,2,2,1.84731,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_HSVAQ7.tflite
56,68,68,3,2,0.051056399999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_16JDDD.tflite
112,508,508,2,2,1.83246,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_N8ANJT.tflite
56,142,142,2,2,0.0981035,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_0JBX7H.tflite
112,497,497,3,2,2.0556,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_4T33LJ.tflite
14,101,101,3,1,0.016523399999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_BZJ2LV.tflite
28,511,511,3,2,0.08478530000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_64JC5Y.tflite
112,135,135,2,2,0.40911200000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_K4RN57.tflite
14,64,64,3,2,0.00292874,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_W9YJUU.tflite
28,180,180,2,2,0.025728400000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_ID3DV7.tflite
14,56,56,2,2,0.0025330599999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_7DYFCI.tflite
56,504,504,2,1,1.19928,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_CAX1O4.tflite
112,63,63,3,2,0.204243,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_FGEX31.tflite
14,151,151,3,2,0.00657922,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_TLIZ88.tflite
112,832,832,3,2,3.13219,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_MPJYN6.tflite
56,1038,1038,3,2,0.922859,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_5YME8J.tflite
56,202,202,2,2,0.144264,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_8IEZ3F.tflite
14,505,505,2,2,0.0190934,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_NA3LKX.tflite
28,74,74,2,1,0.0443402,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_YNPVTQ.tflite
28,253,253,2,2,0.038373399999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_JD50WV.tflite
14,513,513,3,2,0.0221465,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_AUS6D0.tflite
14,242,242,3,2,0.00987539,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_S3KH01.tflite
28,252,252,2,2,0.038555599999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_FH3KEY.tflite
112,50,50,2,2,0.139696,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_8FA79Q.tflite
56,144,144,2,2,0.0881213,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_4F0H04.tflite
28,54,54,2,2,0.00916174,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_OZB235.tflite
14,129,129,2,2,0.00522002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_0T9J2K.tflite
112,136,136,3,2,0.384704,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_O453ZT.tflite
56,499,499,3,2,0.359794,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_92B68X.tflite
112,50,50,3,2,0.144041,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_3TLPOX.tflite
112,192,192,3,2,0.57713,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_K7B8CD.tflite
56,132,132,3,2,0.0989018,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_K0TKMB.tflite
112,467,467,3,2,1.92424,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_K3UC6P.tflite
56,141,141,2,1,0.36516000000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_CBJ53W.tflite
14,50,50,2,2,0.00251053,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_B0WQBJ.tflite
112,511,511,3,2,2.15078,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_QCJPH6.tflite
14,498,498,3,1,0.0809117,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_4SWU91.tflite
28,511,511,2,2,0.08565930000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_VS1DG4.tflite
56,188,188,3,2,0.141891,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_X514WE.tflite
56,255,255,2,2,0.18331899999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_KM9USM.tflite
112,239,239,3,2,0.958726,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_A1CKK4.tflite
14,253,253,2,2,0.0102492,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_XZHYPM.tflite
14,77,77,3,2,0.0038011,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_E5D9Q5.tflite
112,128,128,3,2,0.42538099999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_FFPLK2.tflite
112,41,41,2,2,0.127492,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_Z9M1O1.tflite
28,129,129,2,1,0.08010389999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_0MOX4I.tflite
28,73,73,3,2,0.014358000000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_MD7LMF.tflite
14,246,246,3,2,0.0098917,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_Z8A6OU.tflite
28,248,248,3,2,0.0423235,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_U5L4PY.tflite
14,232,232,2,2,0.00837392,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_Z36G07.tflite
112,98,98,2,2,0.316531,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_FPDGER.tflite
14,52,52,3,2,0.00222892,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_PRVS8X.tflite
14,848,848,3,2,0.0319563,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_IWIEA2.tflite
56,139,139,2,2,0.0903142,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_HZBKI0.tflite
28,235,235,3,2,0.0400083,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_P43EKF.tflite
112,847,847,2,2,2.6316599999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_VRJD27.tflite
112,196,196,2,2,0.566995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_CDC270.tflite
28,133,133,3,2,0.0250497,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_98TXSI.tflite
14,240,240,2,2,0.00970345,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/avgpool/avgpool_prior_3VWEQS.tflite
